,name,code,class,market_cap,reg_day,per
0,신라섬유,A001000,kosdaq,651,1994/06/28,191.43
1,SK텔레콤,A017670,kospi,226895,1989/11/07,15.08
2,LG유플러스,A032640,kospi,53703,2008/04/21,11.51
3,전파기지국,A065530,kosdaq,2461,2002/06/04,81.67
