,Unnamed: 0,name,code,class,market_cap,reg_day,per
5,5,금강공업,A014280,kospi,1686,1988-09-10,-100.17
0,0,대림B&Co,A005750,kospi,1127,1992-12-23,-66.93
6,6,다스코,A058730,kospi,790,2004-08-02,-10.0
15,15,대림통상,A006570,kospi,625,1975-11-20,-4.92
14,14,금강공업우,A014285,kospi,70,1988-09-10,-204.31
