,Unnamed: 0,name,code,class,market_cap,reg_day,per
1,1,현대차,A005380,kospi,498915,1974-06-28,45.4
4,4,기아차,A000270,kospi,351045,1973-07-21,23.6
0,0,현대차2우B,A005387,kospi,38492,1974-06-28,20.51
2,2,현대차우,A005385,kospi,26183,1974-06-28,20.9
5,5,쌍용차,A003620,kospi,4151,1975-05-29,-0.82
