,Unnamed: 0,name,code,class,market_cap,reg_day,per
16,16,현대모비스,A012330,kospi,290067,1989-09-05,19.03
94,94,한온시스템,A018880,kospi,97152,1996-07-31,87.92
5,5,현대위아,A011210,kospi,22463,2011-02-21,36.84
130,130,한국앤컴퍼니,A000240,kospi,16744,1968-12-27,9.88
8,8,에스엘,A005850,kospi,11400,1988-11-08,17.36
