,Unnamed: 0,name,code,class,market_cap,reg_day,per
1,1,한국전력,A015760,kospi,154071,1989-08-10,7.74
3,3,한전KPS,A051600,kospi,14918,2007-12-14,17.13
0,0,한전기술,A052690,kospi,10243,2009-12-14,50.85
2,2,한전산업,A130660,kospi,1578,2010-12-16,11.55
