,Unnamed: 0,name,code,class,market_cap,reg_day,per
2,2,한샘,A009240,kospi,27888,2002-07-16,42.86
8,8,현대리바트,A079430,kospi,3676,2005-11-22,13.82
5,5,퍼시스,A016800,kospi,3404,1996-12-24,10.0
0,0,에넥스,A011090,kospi,1323,1995-07-08,-14.9
1,1,시디즈,A134790,kospi,1268,2011-01-25,7.31
