,name,code,class,market_cap,reg_day,per
122,대성파인텍,A104040,kosdaq,889,2009/01/23,55.69
123,모토닉,A009680,kospi,4208,1994/01/14,28.33
124,디티알오토모티브,A007340,kospi,3093,1988/09/24,6.73
125,DRB동일,A004840,kospi,1335,1976/05/21,57.26
126,이원컴포텍,A088290,kosdaq,1772,2009/12/01,-8.99
127,팬스타엔터프라이즈,A054300,kosdaq,493,2002/01/10,-7.61
128,유니테크노,A241690,kosdaq,1539,2016/09/20,15.75
129,서연,A007860,kospi,5342,1989/09/09,-99.78
130,한국앤컴퍼니,A000240,kospi,16744,1968/12/27,9.88
131,금호에이치티,A214330,kospi,2749,2015/11/11,-20.90
132,삼기,A122350,kosdaq,1587,2010/03/19,-21.12
133,광진윈텍,A090150,kosdaq,415,2006/10/20,24.02
134,SNT중공업,A003570,kospi,2477,1976/07/08,29.68
135,오리엔트정공,A065500,kosdaq,1325,2002/09/19,-7.29
136,서연탑메탈,A019770,kosdaq,1602,2011/06/24,44.79
137,한국타이어앤테크놀로지,A161390,kospi,58283,2012/10/04,15.65
138,모베이스전자,A012860,kosdaq,1840,1994/10/26,-9.73
139,골든센츄리,A900280,kosdaq,689,2016/10/19,2.91
140,케이엔더블유,A105330,kosdaq,718,2009/09/29,-5.47
141,한국큐빅,A021650,kosdaq,865,2003/01/24,8.23
142,SNT홀딩스,A036530,kospi,2935,2002/10/22,7.85
143,우신시스템,A017370,kospi,1046,2002/05/28,-8.50
144,세화아이엠씨,A145210,kospi,1094,2015/03/19,-1.74
145,세동,A053060,kosdaq,307,2001/08/17,-3.06
