,Unnamed: 0,name,code,class,market_cap,reg_day,per
30,30,CJ CGV,A079160,kospi,9565,2004-12-24,-1.21
4,4,현대퓨처넷,A126560,kospi,5745,2010-12-23,-19.50
46,46,SBS,A034120,kospi,4034,2003-06-25,-6.00
7,7,YG PLUS,A037270,kospi,3665,2003-08-01,-54.53
1,1,IHQ,A003560,kospi,3378,1973-12-18,-18.48
