,Unnamed: 0,name,code,class,market_cap,reg_day,per
2,2,HMM,A011200,kospi,95552,1995-10-05,73.05
1,1,팬오션,A028670,kospi,32555,2007-09-21,35.2
9,9,대한해운,A005880,kospi,7365,1992-04-23,83.75
7,7,KSS해운,A044450,kospi,2516,2007-10-26,19.17
4,4,흥아해운,A003280,kospi,301,1976-06-29,-0.82
