,Unnamed: 0,name,code,class,market_cap,reg_day,per
58,58,다우기술,A023590,kospi,11912,1997-08-27,4.32
68,68,신세계 I&C,A035510,kospi,2709,2006-05-18,3.89
56,56,DB,A012030,kospi,1752,1993-01-06,28.10
67,67,비케이탑스,A030790,kospi,1615,2010-11-02,-2.54
22,22,우리들휴브레인,A118000,kospi,1139,2009-12-30,8.90
