,Unnamed: 0,name,code,class,market_cap,reg_day,per
23,23,삼성전기,A009150,kospi,145653,1979-02-27,25.05
42,42,LG이노텍,A011070,kospi,49701,2008-07-24,21.05
6,6,일진머티리얼즈,A020150,kospi,33154,2011-03-04,77.56
36,36,삼성전기우,A009155,kospi,3387,1979-02-27,14.97
14,14,자화전자,A033240,kospi,3124,1999-01-06,-49.29
