,Unnamed: 0,name,code,class,market_cap,reg_day,per
11,11,미래에셋대우,A006800,kospi,61689,1975-09-30,9.51
1,1,한국금융지주,A071050,kospi,50098,2003-07-21,6.41
4,4,키움증권,A039490,kospi,35142,2009-08-03,4.88
8,8,삼성증권,A016360,kospi,35140,1988-03-28,7.47
10,10,NH투자증권,A005940,kospi,32503,1975-09-30,6.01
