,name,code,class,market_cap,reg_day,per
0,LG디스플레이,A034220,kospi,88023,2004/07/23,-98.40
1,코텍,A052330,kosdaq,1620,2001/07/10,-19.01
2,일진디스플,A020760,kospi,1506,2002/01/09,-3.61
3,비덴트,A121800,kosdaq,6874,2011/12/01,25.42
