,name,code,class,market_cap,reg_day,per
0,HMM,A011200,kospi,97936,1995/10/05,74.87
1,태웅로직스,A124560,kosdaq,1344,2019/12/10,15.71
2,팬오션,A028670,kospi,33197,2007/09/21,35.90
3,하이골드12호,A172580,kospi,278,2013/07/12,-21.35
4,바다로19호,A155900,kospi,396,2012/06/29,23.47
5,대한해운,A005880,kospi,7389,1992/04/23,84.03
6,와이엔텍,A067900,kosdaq,3158,2005/12/23,14.42
7,흥아해운,A003280,kospi,301,1976/06/29,-0.82
8,하이골드3호,A153360,kospi,225,2012/05/04,-3.20
9,KSS해운,A044450,kospi,2504,2007/10/26,19.08
